CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,Score_S,Score_G,CarbonEmissions,CarbonIntensity,WaterUsage,WaterIntensity,EnergyConsumption,EnergyIntensity,Score_E,Score_ESG_Global
11,Company_0011,Finance,Latin America,2018,777.14,0.0443,3704.41,0.1085,40.269461077844305,27.51479289940828,56.02,0.07208482384126413,499.89,0.6432431736881385,1103.58,1.42005301490079,44.72454902727865,37.502934334843744
12,Company_0012,Technology,Asia-Pacific,2018,412.55,0.2394,2260.36,0.1232,58.9820359281437,50.73964497041419,16.43,0.03982547569991516,325.22,0.788316567688765,593.65,1.4389770936856137,56.284118768732924,55.33526655576361
13,Company_0013,Healthcare,Latin America,2018,3001.84,0.1518,20290.01,0.0262,28.443113772455085,65.5325443786982,99.84,0.033259600778189374,1540.98,0.5133451483090371,8850.54,2.948371665378568,46.06247041973644,46.67937619029658
14,Company_0014,Energy,Europe,2022,1270.13,0.1447,13505.04,0.0396,36.526946107784426,59.02366863905324,92.78,0.07304764079267476,1494.6,1.176729941029658,1600.05,1.2597529386755686,33.22610874931929,42.92557449871898
15,Company_0015,Retail,Asia-Pacific,2018,5022.17,0.2153,39069.28,0.1401,77.9940119760479,59.46745562130176,84.98,0.016920972408341416,3271.97,0.6515052258286756,5841.13,1.163068952265654,74.27792126205532,70.57979628646832
16,Company_0016,Finance,Europe,2022,2117.99,0.1354,6527.19,-0.0347,19.760479041916167,55.76923076923076,38.54,0.018196497622746097,2374.94,1.1213178532476547,1744.07,0.8234552571069741,66.59670371957083,47.37547117690592
17,Company_0017,Healthcare,North America,2022,1613.12,0.0751,14971.16,0.08,42.51497005988023,42.15976331360946,49.93,0.030952439992065067,628.96,0.38990279706407466,2867.35,1.7775181015671495,65.84183983464749,50.17219106937906
18,Company_0018,Healthcare,Asia-Pacific,2024,808.64,0.018,11368.03,-2.0E-4,32.784431137724546,48.52071005917159,62.41,0.07717896715472893,507.71,0.627856648199446,714.99,0.8841882667194302,49.826314507013606,43.71048523463658
19,Company_0019,Retail,North America,2018,509.41,0.0717,6492.43,0.127,73.05389221556887,28.698224852071004,27.67,0.054317740130739485,56.69,0.11128560491549046,1039.58,2.040753028012799,58.059569567978066,53.270562211872644
20,Company_0020,Finance,Asia-Pacific,2020,941.61,0.2103,12149.12,0.0487,57.18562874251496,65.68047337278105,45.94,0.04878877666974649,1094.23,1.1620840900160363,836.05,0.8878941387623326,50.12922184781626,57.665107987704104
21,Company_0021,Energy,Middle East-Africa,2021,499.19,0.0447,6260.24,0.0505,23.353293413173652,40.0887573964497,29.64,0.059376189426871534,487.33,0.9762415112482221,969.28,1.9417055630120794,35.600610500328884,33.014220436650746
22,Company_0022,Manufacturing,Latin America,2019,1728.71,0.1412,11901.8,0.171,80.08982035928143,31.804733727810646,67.81,0.03922578107374863,2152.17,1.2449572224375403,4435.32,2.565681924672154,30.25040801148375,47.38165403285861
23,Company_0023,Finance,Middle East-Africa,2022,3438.73,0.182,41891.7,-0.0253,47.45508982035928,78.84615384615384,216.86,0.06306398001587796,2537.28,0.7378538006764126,2084.94,0.6063110508821571,57.55468628904607,61.2853099851864
24,Company_0024,Retail,North America,2023,913.57,0.1371,4310.17,0.0651,41.31736526946107,49.11242603550295,34.28,0.03752312357016977,1114.23,1.21964381492387,1415.46,1.5493722429589412,45.25431212219531,45.228034475719774
25,Company_0025,Healthcare,Latin America,2023,2124.19,0.1439,23137.89,0.0374,38.02395209580837,63.461538461538446,144.12,0.06784703816513589,2138.24,1.0066142859160432,3510.48,1.6526205282954913,34.666357237282035,45.383949264876286
26,Company_0026,Energy,Asia-Pacific,2021,676.91,0.1593,7242.15,0.0873,73.65269461077843,48.96449704142011,19.43,0.028703963599296806,71.11,0.10505089302861532,1677.17,2.4776853643763577,64.60556741082893,62.407586354342484
27,Company_0027,Finance,Latin America,2023,887.38,0.1428,2934.42,0.1851,70.35928143712574,25.591715976331354,26.11,0.02942369672519101,403.91,0.4551714034573689,1481.74,1.6697919718722531,66.39707474654911,54.11602405333541
28,Company_0028,Manufacturing,Europe,2020,619.88,0.2165,7721.0,0.0076,44.161676646706574,72.78106508875737,28.87,0.04657353036071498,490.6,0.7914435051945539,1189.45,1.9188391301542236,46.5810033689911,54.50791503481835
29,Company_0029,Manufacturing,Latin America,2023,246.36,0.0576,3409.41,-0.0338,48.95209580838323,43.93491124260353,9.89,0.040144503977918494,238.03,0.9661876928072739,610.49,2.478040266276993,37.86822138158806,43.5850761441916
30,Company_0030,Technology,Europe,2019,1068.94,0.1344,6637.06,-0.0067,29.19161676646706,61.24260355029585,59.19,0.05537261212041835,205.05,0.1918255468033753,2030.35,1.8994050180552695,57.45331190702535,49.29584407459608
31,Company_0031,Technology,Latin America,2019,1199.81,0.0109,15295.97,0.0337,54.191616766467064,42.60355029585798,42.59,0.035497287070452826,1304.32,1.087105458364241,1674.63,1.3957459931155767,51.54587747883954,49.44701484705487
32,Company_0032,Retail,Europe,2022,2312.54,-0.0044,9224.43,0.0545,37.72455089820359,33.87573964497041,60.45,0.026140088387660323,1990.98,0.8609494322260371,1652.56,0.7146081797504044,70.69036575826291,47.43021876714565
33,Company_0033,Finance,North America,2018,1913.72,0.1151,19519.25,0.058,71.4071856287425,53.84615384615383,82.07,0.04288506155550446,1600.05,0.8360940994502852,4449.01,2.3247967309742283,41.81950447201925,55.6909479823052
34,Company_0034,Finance,Middle East-Africa,2024,1931.92,0.1526,17054.49,0.1762,47.15568862275448,34.615384615384606,95.18,0.04926705039546151,983.08,0.5088616505859456,5173.37,2.677838626858255,42.14475692737783,41.30527672183897
35,Company_0035,Healthcare,Asia-Pacific,2020,554.56,0.2178,5296.65,0.1637,85.62874251497004,40.97633136094673,11.08,0.0199798038084247,517.27,0.9327575014425852,1622.18,2.92516589728794,42.34936919208437,56.318147689333706
36,Company_0036,Healthcare,Latin America,2022,1512.7,0.2652,21350.88,0.1412,96.85628742514967,58.727810650887555,74.08,0.04897203675547035,209.49,0.13848747273087855,4260.51,2.8164936867852184,49.58405745885412,68.38938517829712
37,Company_0037,Healthcare,Middle East-Africa,2020,3320.32,0.1992,44677.48,0.226,99.70059880239518,42.60355029585798,107.41,0.03234929163454125,632.79,0.19058102833461832,8279.36,2.4935427910562837,60.54130915517827,67.6151527511438
38,Company_0038,Technology,Asia-Pacific,2018,1430.68,0.1636,17770.52,0.1077,41.91616766467065,49.999999999999986,53.61,0.0374716917829284,1612.98,1.1274219252383482,3016.85,2.10868258450527,40.0911720296349,44.00244656476851
39,Company_0039,Finance,Asia-Pacific,2023,3944.26,0.1296,24787.21,0.1276,81.13772455089818,44.230769230769226,116.56,0.029551804394233643,2171.9,0.5506482838352441,9677.82,2.453646564881625,53.51426708441007,59.627586955359156
40,Company_0040,Finance,Europe,2023,4506.5,0.0281,62828.84,0.1063,64.67065868263472,50.59171597633135,338.88,0.07519804726506157,2639.7,0.5857539110174192,7121.21,1.580208587595695,42.5210992044401,52.59449128780206
41,Company_0041,Manufacturing,North America,2024,908.75,0.1112,3789.58,0.0949,59.730538922155674,39.3491124260355,52.56,0.05783768913342504,355.99,0.3917359009628611,1805.64,1.9869491059147182,50.16991787495856,49.74985640771658
42,Company_0042,Technology,North America,2018,673.27,0.1974,8914.02,0.0776,82.63473053892213,56.80473372781064,19.1,0.028369005005421305,487.36,0.7238700669864988,923.55,1.3717379357464317,64.2413079455913,67.89359073744136
43,Company_0043,Energy,Middle East-Africa,2022,643.54,0.1739,4464.8,0.0222,67.66467065868261,62.72189349112425,35.49,0.05514808714299034,111.2,0.17279423190477672,847.39,1.3167635267427045,65.80785952253977,65.39814122411555
44,Company_0044,Technology,North America,2024,379.44,0.0428,1383.17,-0.0373,2.5449101796407225,40.38461538461537,26.33,0.06939173518869914,197.5,0.5205039004849251,907.53,2.391761543327008,36.07120999848612,26.333578520914074
45,Company_0045,Energy,Latin America,2018,762.89,0.1568,8416.45,0.0409,62.42514970059878,58.28402366863904,29.08,0.038118208391773385,639.28,0.8379713982356565,1247.2,1.6348359527585892,53.25792186213225,57.98903174379002
46,Company_0046,Manufacturing,North America,2021,2553.87,0.1517,14749.53,0.0896,53.293413173652695,50.59171597633135,173.91,0.06809665331438171,1920.22,0.7518863528683919,2631.52,1.0304048365813452,49.14525388756147,51.010127679181835
47,Company_0047,Retail,Middle East-Africa,2019,234.43,0.141,1388.52,0.0551,45.958083832335326,50.29585798816567,4.88,0.020816448406773876,351.54,1.499552105106002,235.57,1.0048628588491233,53.58136384182286,49.94510188744128
48,Company_0048,Finance,North America,2024,530.48,0.1183,3539.66,-0.0246,55.53892215568862,54.28994082840235,35.86,0.06759915548182778,341.77,0.6442655708038003,1404.67,2.647922636103152,30.450144658175915,46.75966921408896
49,Company_0049,Manufacturing,Latin America,2024,1003.26,0.1599,3776.48,0.0384,46.40718562874251,57.24852071005916,47.98,0.0478240934553356,643.89,0.6417977393696549,2201.55,2.1943962681657796,46.00263456630322,49.88611363503496
50,Company_0050,Finance,Europe,2022,593.46,0.1618,3041.8,0.0347,60.928143712574844,57.98816568047336,15.2,0.025612509688942808,477.74,0.8050079196576011,1106.87,1.8651130657500081,56.96680636598875,58.627705253012316
51,Company_0051,Healthcare,Middle East-Africa,2020,758.16,0.0815,2321.25,0.0456,32.934131736526936,44.526627218934905,29.19,0.03850110794555239,277.81,0.36642661179698216,1139.03,1.5023609792128312,66.49201210432722,47.984257019929686
52,Company_0052,Retail,Europe,2021,766.14,0.1473,6393.4,0.0844,53.14371257485029,47.485207100591715,60.65,0.07916307724436787,1016.54,1.3268332158613307,1208.24,1.5770485811992587,22.36415555341912,40.997691742953705
53,Company_0053,Retail,Europe,2022,915.73,0.1086,3673.05,0.0994,51.79640718562874,38.165680473372774,59.38,0.06484444104703352,825.23,0.9011717427626047,589.35,0.6435848994791041,52.1729876074846,47.37835842216203
54,Company_0054,Manufacturing,Europe,2018,658.12,0.0308,7365.53,0.015,11.526946107784433,45.71005917159763,33.07,0.05024919467574303,242.81,0.3689448732753905,1077.52,1.6372697988208837,59.02218040109628,38.753061893492784
55,Company_0055,Retail,Asia-Pacific,2018,621.51,0.0863,3621.83,0.1187,50.14970059880238,31.21301775147929,11.23,0.018068896719280463,752.53,1.2108091583401714,1546.71,2.4886325240140947,42.21965017128213,41.19412284052127
56,Company_0056,Energy,Asia-Pacific,2018,2109.1,0.0262,30208.41,0.1292,50.44910179640718,32.10059171597632,82.78,0.03924896875444503,312.28,0.1480631549001944,3100.31,1.469968232895548,71.96168763767808,51.5037937166872
57,Company_0057,Retail,Europe,2018,2286.46,0.1788,30764.3,0.0724,70.05988023952095,64.49704142011834,64.97,0.02841510457213334,3373.87,1.4755867148342852,3335.83,1.4589496426790758,44.48560947405178,59.68084371123036
58,Company_0058,Finance,Middle East-Africa,2020,417.22,0.1414,2700.8,0.0965,48.65269461077843,42.75147928994082,6.25,0.014980106418675997,547.07,1.3112266909544126,225.0,0.5392838310723359,67.23364387200444,52.87927259090789
59,Company_0059,Finance,Latin America,2021,158.9,0.0987,1970.15,0.1189,60.179640718562865,32.10059171597632,7.62,0.04795468848332284,144.84,0.9115166771554437,261.33,1.6446192573945877,46.61605072757742,46.29876105403887
60,Company_0060,Finance,Latin America,2023,2308.52,0.2052,29177.26,-0.0268,38.772455089820355,76.4792899408284,166.77,0.07224108952922219,590.55,0.2558132483149377,1300.49,0.5633436140904129,65.65620776849337,60.302650933047374
61,Company_0061,Finance,North America,2019,463.98,0.1241,6884.87,0.1238,39.67065868263472,36.68639053254437,26.58,0.05728695202379412,186.23,0.40137505926979605,893.57,1.9258804258804259,51.00980642202635,42.45561854573515
62,Company_0062,Energy,Middle East-Africa,2020,1272.73,0.0341,12948.88,-0.0053,26.646706586826348,50.44378698224852,34.97,0.027476369693493513,625.18,0.49121180454613306,2248.87,1.7669654993596442,65.13904279416052,47.409845454411794
63,Company_0063,Technology,Asia-Pacific,2020,366.51,0.0936,1460.03,0.0015,37.87425149700599,54.4378698224852,18.38,0.05014869989904777,160.33,0.4374505470519222,952.94,2.600038198139205,44.5265486370976,45.61288998552959
64,Company_0064,Healthcare,Europe,2023,2720.11,0.218,29273.98,0.0637,69.46107784431136,70.85798816568047,206.8,0.07602633717018797,2166.65,0.796530287378084,5316.33,1.9544540478142427,31.923475202307017,57.41418040409961
65,Company_0065,Manufacturing,North America,2023,6506.57,0.0798,68317.39,-0.1001,13.622754491017963,61.24260355029585,394.32,0.06060335937367922,9254.84,1.4223838366451143,8514.29,1.3085681088499779,32.44523380246642,35.770197281260074
66,Company_0066,Finance,Latin America,2019,1246.34,0.1365,13286.22,0.0623,47.005988023952085,53.40236686390533,72.62,0.058266604618322455,899.66,0.7218415520644447,2231.66,1.7905707912768587,44.4319673334781,48.28010740711184
67,Company_0067,Retail,Asia-Pacific,2019,1026.72,0.1646,6864.42,0.1187,38.47305389221557,43.343195266272176,79.85,0.07777193392551035,1053.61,1.0261901979117967,2309.37,2.249269518466573,21.48183899095086,34.43269604981287
68,Company_0068,Finance,Asia-Pacific,2023,875.24,0.1554,11654.88,-0.0652,34.880239520958085,54.585798816568044,57.7,0.0659247749188794,931.27,1.064016726840638,643.22,0.7349069969379828,46.41565954701779,45.293899294847975
69,Company_0069,Retail,Europe,2018,1895.54,0.267,27511.25,0.1262,100.0,64.49704142011834,37.08,0.019561708009327158,2502.52,1.3202148200512782,3890.95,2.0526868333034387,44.623690944028375,69.7069107880489
70,Company_0070,Healthcare,Latin America,2020,1631.7,0.0494,9158.03,0.0011,16.317365269461074,51.77514792899408,56.02,0.034332291475148616,240.43,0.14734939020653307,4555.01,2.79157320585892,56.68466619661297,41.592393131689384
71,Company_0071,Healthcare,Middle East-Africa,2022,2213.76,0.0554,8983.06,0.0645,63.32335329341316,39.940828402366854,171.7,0.0775603498120844,1474.5,0.6660613616652211,2762.39,1.2478272260769006,43.846575509629446,49.03691906846983
72,Company_0072,Healthcare,Asia-Pacific,2019,706.6,0.0504,3769.28,0.0112,32.185628742514965,47.63313609467454,31.29,0.04428247947919615,846.95,1.1986272289838664,1460.22,2.0665440135861872,35.64419695844232,38.487653931877276
73,Company_0073,Retail,Europe,2019,1391.42,0.1022,17875.09,0.0901,50.598802395209574,44.970414201183424,24.79,0.01781633151744261,1726.5,1.2408187319429071,3552.75,2.5533268172083194,40.73530710466892,45.43484123368731
74,Company_0074,Finance,Middle East-Africa,2023,750.15,0.186,8341.46,0.1217,48.05389221556886,46.301775147928986,31.58,0.04209824701726321,1048.91,1.398267013264014,1334.9,1.779510764513764,35.58635311003,43.31400682450928
75,Company_0075,Healthcare,Latin America,2021,523.01,0.0581,5560.93,0.0953,48.203592814371255,32.840236686390526,30.75,0.05879428691612015,566.9,1.083918089520277,1200.28,2.2949465593392095,28.503242669190126,36.5156907233173
76,Company_0076,Energy,Asia-Pacific,2022,1065.6,0.1868,8334.58,0.0497,49.8502994011976,60.65088757396448,85.06,0.07982357357357359,472.29,0.44321509009009014,1361.33,1.2775243993993994,47.8749825206722,52.79205649861143
77,Company_0077,Retail,Middle East-Africa,2022,574.93,0.1221,5711.28,0.0167,43.7125748502994,57.24852071005916,18.78,0.03266484615518411,464.5,0.8079244429756667,727.37,1.2651453220392048,61.537543014782145,54.166212858380234
78,Company_0078,Retail,Middle East-Africa,2019,2493.91,0.0535,16695.49,0.0451,30.38922155688623,46.74556213017751,114.69,0.04598802683336608,362.32,0.14528190672478158,5409.2,2.1689635953181954,59.483761391262405,45.53951502610871
79,Company_0079,Finance,Middle East-Africa,2018,599.84,0.0149,5234.41,0.0959,23.203592814371255,26.62721893491124,42.93,0.07156908508935715,603.25,1.0056848492931447,1357.74,2.263503600960256,24.758714572543226,24.863175440608572
80,Company_0080,Retail,Asia-Pacific,2021,1414.43,0.0283,17704.08,0.0983,41.46706586826347,33.136094674556205,49.32,0.03486916991296847,1239.06,0.8760136592125449,4020.55,2.8425231365284955,37.74823426486161,37.45046493589376
81,Company_0081,Retail,Asia-Pacific,2022,718.82,0.08,10620.42,0.0886,52.39520958083831,39.20118343195266,12.69,0.017653932834367433,742.95,1.0335689045936396,763.45,1.0620878662252025,65.83796155460567,52.4781181891322
82,Company_0082,Healthcare,North America,2019,1331.34,0.1099,18891.59,-0.0398,29.49101796407185,56.50887573964496,101.75,0.07642675800321481,1866.81,1.4022037946730361,2224.07,1.6705499722084518,20.560121165245448,35.520004956320754
83,Company_0083,Finance,Latin America,2022,759.91,0.2008,10795.6,0.0484,47.005988023952085,63.905325443786964,33.58,0.044189443486728694,807.17,1.0621915753181297,855.88,1.1262912713347635,51.60971324995359,54.173675572564214
84,Company_0084,Healthcare,Europe,2024,454.84,0.1679,3559.91,0.0057,39.07185628742514,64.79289940828401,20.56,0.04520270864479817,249.54,0.5486324861489755,318.49,0.7002242546829655,69.49978327214295,57.7881796559507
85,Company_0085,Healthcare,Middle East-Africa,2021,1538.62,0.0697,13271.33,0.0965,60.928143712574844,37.42603550295857,82.29,0.05348299125190106,581.95,0.37822854246012666,2320.36,1.5080786678972067,58.97398422825096,52.442721147928125
86,Company_0086,Finance,North America,2021,930.02,0.1445,10665.15,-0.0035,48.80239520958084,64.94082840236686,9.53,0.0102470914603987,1205.77,1.2964990000215049,1334.77,1.4352056945011935,57.897292052620806,57.21350522152283
87,Company_0087,Manufacturing,Europe,2024,1339.68,0.2191,18844.41,0.0816,71.10778443113772,63.16568047337277,100.72,0.07518213304669771,498.45,0.3720664636331064,1575.58,1.1760868267048847,53.20172278728729,62.491729230599255
88,Company_0088,Healthcare,North America,2020,812.25,0.2324,3820.77,0.0302,71.4071856287425,68.93491124260355,28.67,0.03529701446598954,265.0,0.3262542320714066,1009.21,1.242486919052016,72.48242508561312,70.94150731898638
89,Company_0089,Energy,Asia-Pacific,2024,432.87,0.1011,2879.0,-0.0815,8.682634730538922,40.23668639053253,16.36,0.037794256936262614,168.5,0.38926236514426965,606.47,1.4010441934067965,67.61765578475675,38.845658968609406
90,Company_0090,Energy,Middle East-Africa,2023,2340.75,0.1775,10933.54,0.1152,47.604790419161674,47.485207100591715,51.94,0.022189469187226314,1901.57,0.812376375093453,6956.92,2.9720901420484886,43.642200522004366,46.24406601391925
91,Company_0091,Retail,Europe,2023,1836.71,0.2034,18999.1,0.0482,82.48502994011974,67.75147928994082,66.99,0.03647282369018517,503.01,0.2738646819585019,4513.52,2.4573939271850214,56.99851537043376,69.0783415334981
92,Company_0092,Energy,Europe,2019,737.4,0.0296,4922.58,0.1393,24.850299401197603,19.82248520710059,48.87,0.066273393002441,1042.21,1.413357743422837,500.33,0.6785055600759425,38.372411190339406,27.6817319328792
93,Company_0093,Retail,Europe,2021,1151.53,0.0893,7960.86,-0.0666,23.053892215568855,43.78698224852071,76.0,0.06599914895834239,1672.89,1.4527541618542288,3087.29,2.681033060363169,10.799785430342357,25.880219964810642
94,Company_0094,Manufacturing,Europe,2020,2274.27,0.2532,8758.19,0.0296,82.18562874251495,73.81656804733727,171.72,0.07550554683480853,3327.99,1.463322296824915,4737.89,2.083257484819305,13.981032708038422,56.66107649929688
95,Company_0095,Finance,Europe,2020,796.38,0.1019,5731.97,0.0349,39.221556886227546,50.88757396449704,30.44,0.038222958888972605,123.26,0.15477535849719984,2171.31,2.726474798463045,55.51333847764841,48.54082310945766
96,Company_0096,Finance,North America,2022,887.74,-0.0557,11851.31,0.0689,14.37125748502994,24.999999999999993,52.92,0.05961204857278032,1264.74,1.4246738910041228,1202.25,1.3542816590443147,32.25157254224158,23.874276675757176
97,Company_0097,Finance,Middle East-Africa,2022,1300.55,0.1127,7539.13,-0.0428,33.98203592814371,51.47928994082839,59.18,0.045503825304678794,1946.12,1.49638229979624,2160.6,1.6612971435162047,33.115245182607524,39.52552368385988
98,Company_0098,Energy,Asia-Pacific,2024,795.23,0.1875,9019.74,0.0881,58.53293413173651,53.40236686390533,52.71,0.0662827106623241,1128.76,1.4194132515121411,2179.39,2.740578197502609,10.693245795064044,40.87618226356862
99,Company_0099,Manufacturing,Asia-Pacific,2020,1998.12,0.1204,21091.29,0.1838,53.14371257485029,30.32544378698224,119.64,0.05987628370668429,2076.68,1.039316957940464,2360.65,1.1814355494164517,43.95209250814209,42.47374962332488
100,Company_0100,Energy,Asia-Pacific,2024,974.35,0.1629,13019.07,0.0832,32.634730538922156,52.66272189349112,34.84,0.035757171447631755,1053.97,1.0817160158054087,2717.22,2.788751475342536,32.96074941768901,39.41940061670077
101,Company_0101,Energy,Asia-Pacific,2024,633.45,0.1763,2905.91,0.0565,40.86826347305389,55.47337278106508,21.26,0.03356223853500671,171.76,0.2711500513063383,1628.75,2.5712368774173178,56.93505523228771,51.0922304954689
102,Company_0102,Manufacturing,North America,2022,1679.16,0.0987,24735.8,-0.0464,31.886227544910177,56.06508875739644,46.46,0.027668596202863334,2223.23,1.3240131970747278,4955.86,2.9513923628480905,28.664638564792526,38.871984955699716
103,Company_0103,Manufacturing,Latin America,2021,493.0,0.0888,4925.83,-0.0042,28.143712574850298,54.88165680473372,24.83,0.05036511156186612,90.46,0.1834888438133874,646.15,1.3106490872210952,67.9079835824474,50.311117654010474
104,Company_0104,Manufacturing,Middle East-Africa,2024,4493.62,0.1292,67160.32,0.0461,63.17365269461076,78.10650887573965,348.12,0.07746983501052604,2448.23,0.5448235498328742,4895.28,1.089384505142847,48.99963625976779,63.426599276706064
105,Company_0105,Manufacturing,Europe,2018,3320.09,0.1307,46276.01,0.0129,41.61676646706587,76.18343195266272,79.7,0.024005373348312847,4939.01,1.4876132875916015,4406.32,1.327168841808505,48.05212807439811,55.28410883137557
106,Company_0106,Finance,Latin America,2021,1570.97,0.1232,8888.86,0.1218,69.31137724550898,37.8698224852071,26.18,0.016664863110053024,1085.95,0.6912608133828144,4534.79,2.8866178221099066,50.411653931583174,52.53095122076642
107,Company_0107,Technology,Asia-Pacific,2020,1481.09,0.1257,5441.43,0.0874,39.520958083832326,43.63905325443787,27.19,0.018358101128223135,420.06,0.28361544538144207,1973.82,1.3326806608646335,80.4159598948097,54.525323744359966
108,Company_0108,Technology,Latin America,2020,1433.26,0.0751,8696.57,0.2385,71.55688622754491,8.136094674556213,92.9,0.06481726972077642,2088.28,1.457014079790129,2741.87,1.9130304341152338,21.510126555931983,33.734369152677694
109,Company_0109,Manufacturing,Middle East-Africa,2024,778.71,0.165,7265.92,-0.0187,30.38922155688623,63.31360946745561,26.87,0.034505785208871084,1150.77,1.4777901914705087,1175.22,1.5091882729128943,40.853775638385066,44.85220222090897
110,Company_0110,Technology,Europe,2021,1350.35,0.156,6831.62,0.0523,48.502994011976035,55.32544378698224,34.71,0.02570444699522346,488.64,0.3618617395490058,2012.76,1.4905468952493799,72.86973389769017,58.89939056554948
111,Company_0111,Technology,Europe,2022,574.68,0.0398,2878.85,-0.0468,44.91017964071855,38.75739644970413,19.94,0.0346975708220227,753.24,1.3107120484443517,565.16,0.983434259065915,51.907471081569426,45.19168239066404
112,Company_0112,Manufacturing,Middle East-Africa,2022,1560.36,0.0967,13342.84,-0.1056,13.323353293413174,39.3491124260355,86.09,0.05517316516701275,1008.92,0.6465943756568997,2875.28,1.8427029659822094,47.07127128564137,33.247912335030016
113,Company_0113,Technology,Middle East-Africa,2023,2013.22,0.1256,6843.38,0.1006,61.37724550898203,41.5680473372781,97.19,0.048275896325289835,1276.21,0.6339148230198389,5281.72,2.6235185424345078,40.25369485677033,47.73299590101015
114,Company_0114,Energy,Asia-Pacific,2020,841.63,0.0879,3755.9,0.0848,50.44910179640718,38.31360946745562,52.22,0.062046267362142506,393.69,0.46777087318655464,524.93,0.6237063792878105,64.48002380118342,51.08091168834874
115,Company_0115,Retail,Europe,2019,723.01,0.1582,5777.13,-0.0098,33.68263473053892,63.60946745562129,24.39,0.03373397325071576,117.56,0.16259802768979684,1968.82,2.7230882007164494,57.5076879090055,51.59993003172191
116,Company_0116,Retail,Latin America,2023,469.31,0.116,1763.46,0.0565,61.82634730538922,46.89349112426034,19.54,0.04163559267861328,223.02,0.4752082845027807,1015.44,2.1636871151264625,53.48127655205089,54.06703832723348
117,Company_0117,Manufacturing,North America,2022,3042.91,0.1301,23616.19,0.006,44.161676646706574,67.89940828402365,52.15,0.01713819994676149,533.38,0.17528615700102862,6213.15,2.0418448130243747,74.2080846775354,62.08972320275521
118,Company_0118,Finance,North America,2021,764.36,0.096,6640.79,0.0154,60.778443113772454,54.28994082840235,11.55,0.015110680831022032,1065.61,1.394120571458475,1578.21,2.064746977863834,44.76129420276022,53.27655938164501
119,Company_0119,Manufacturing,Middle East-Africa,2022,954.21,4.0E-4,8029.86,0.0276,22.604790419161674,39.3491124260355,40.42,0.04235964829544859,979.41,1.0264092809758858,1183.86,1.240670292702864,51.84015279990146,37.93135188169954
120,Company_0120,Finance,Asia-Pacific,2021,1353.04,-0.003,18171.46,-0.0128,47.15568862275448,46.00591715976331,42.1,0.031115118547862593,1814.79,1.3412685508188966,2080.79,1.5378628865369834,45.4617067670915,46.20777084986976
121,Company_0121,Retail,North America,2023,1336.15,0.1554,12507.34,-2.0E-4,70.50898203592814,67.89940828402365,70.68,0.05289825244171687,1475.38,1.104202372488119,3338.0,2.4982225049582754,28.102683861488266,55.50369139381335
